fase;horario_sinal;horario_expiracao;ativo;estrategia;lado;entrada;saida;resultado;odd;stake_virtual;pnl_virtual
FORWARD_POS100;21/08/2026 19:55:00;21/08/2026 20:00:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.2031;0.2028;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 19:55:00;21/08/2026 20:00:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2031;0.2028;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 20:00:00;21/08/2026 20:05:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2028;0.2023;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 20:00:00;21/08/2026 20:05:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.2028;0.2023;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 20:00:00;21/08/2026 20:05:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2028;0.2023;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 20:05:00;21/08/2026 20:10:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2023;0.2015;WIN;1.8;5.0;4.0
FORWARD_POS100;21/08/2026 20:35:00;21/08/2026 20:40:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2036;0.2022;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:25:00;22/08/2026 00:30:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.216;0.2159;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:25:00;22/08/2026 00:30:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.216;0.2159;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:25:00;22/08/2026 00:30:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.216;0.2159;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:25:00;22/08/2026 00:30:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.216;0.2159;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:30:00;22/08/2026 00:35:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2159;0.2142;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:30:00;22/08/2026 00:35:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.2159;0.2142;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:30:00;22/08/2026 00:35:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.2159;0.2142;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 00:30:00;22/08/2026 00:35:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2159;0.2142;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 01:45:00;22/08/2026 01:50:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2199;0.2199;EMPATE;1.8;5.0;0.0
FORWARD_POS100;22/08/2026 01:50:00;22/08/2026 01:55:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2199;0.2212;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 01:55:00;22/08/2026 02:00:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2212;0.2214;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 01:55:00;22/08/2026 02:00:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.2212;0.2214;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 01:55:00;22/08/2026 02:00:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.2212;0.2214;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 01:55:00;22/08/2026 02:00:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2212;0.2214;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 02:00:00;22/08/2026 02:05:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2214;0.2214;EMPATE;1.8;5.0;0.0
FORWARD_POS100;22/08/2026 02:00:00;22/08/2026 02:05:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.2214;0.2214;EMPATE;1.8;5.0;0.0
FORWARD_POS100;22/08/2026 02:00:00;22/08/2026 02:05:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2214;0.2214;EMPATE;1.8;5.0;0.0
FORWARD_POS100;22/08/2026 02:05:00;22/08/2026 02:10:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2214;0.222866;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 02:05:00;22/08/2026 02:10:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.2214;0.222866;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 02:05:00;22/08/2026 02:10:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.2214;0.222866;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 02:10:00;22/08/2026 02:15:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.222866;0.2003;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 02:10:00;22/08/2026 02:15:00;XLMUSDT;XLM_CHAL_RSI14_22_78;PUT;0.222866;0.2003;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 02:10:00;22/08/2026 02:15:00;XLMUSDT;XLM_CHAL_RSI21_ATR02;PUT;0.222866;0.2003;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 02:15:00;22/08/2026 02:20:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;CALL;76523.91;76416.644948;LOSS;1.82;5.0;-5.0
FORWARD_POS100;22/08/2026 02:20:00;22/08/2026 02:25:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.0897;0.09006;WIN;1.82;5.0;4.1
FORWARD_POS100;22/08/2026 02:20:00;22/08/2026 02:25:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;CALL;76416.644948;77144.92;WIN;1.82;5.0;4.1
FORWARD_POS100;22/08/2026 07:20:00;22/08/2026 07:25:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;CALL;0.195;0.1939;LOSS;1.8;5.0;-5.0
