fase;horario_sinal;horario_expiracao;ativo;estrategia;lado;entrada;saida;resultado;odd;stake_virtual;pnl_virtual
FORWARD_POS100;22/08/2026 07:20:00;22/08/2026 07:25:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;CALL;0.195;0.1939;LOSS;1.8;5.0;-5.0
FORWARD_POS100;22/08/2026 07:25:00;22/08/2026 07:30:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;CALL;0.1939;0.1968;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 07:25:00;22/08/2026 07:30:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;CALL;0.1939;0.1968;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 09:50:00;22/08/2026 09:55:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;PUT;0.09188;0.09166;WIN;1.82;5.0;4.1
FORWARD_POS100;22/08/2026 19:00:00;22/08/2026 19:05:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09166;0.09174;WIN;1.82;5.0;4.1
FORWARD_POS100;22/08/2026 21:40:00;22/08/2026 21:45:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;PUT;0.09334;0.09353;LOSS;1.82;5.0;-5.0
FORWARD_POS100;22/08/2026 21:45:00;22/08/2026 21:50:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;PUT;0.09353;0.09419;LOSS;1.82;5.0;-5.0
FORWARD_POS100;22/08/2026 22:00:00;22/08/2026 22:05:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.2006;0.199;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 22:00:00;22/08/2026 22:05:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.2006;0.199;WIN;1.8;5.0;4.0
FORWARD_POS100;22/08/2026 23:15:00;22/08/2026 23:20:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09169;0.09186;WIN;1.82;5.0;4.1
FORWARD_POS100;23/08/2026 02:20:00;23/08/2026 02:25:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;CALL;75558.981357;75474.059714;LOSS;1.82;5.0;-5.0
FORWARD_POS100;23/08/2026 02:25:00;23/08/2026 02:30:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;CALL;75474.059714;76228.07;WIN;1.82;5.0;4.1
FORWARD_POS100;23/08/2026 11:45:00;23/08/2026 11:50:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09221;0.0927;WIN;1.82;5.0;4.1
FORWARD_POS100;23/08/2026 23:10:00;23/08/2026 23:15:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;CALL;0.1923;0.1939;WIN;1.8;5.0;4.0
FORWARD_POS100;24/08/2026 08:45:00;24/08/2026 08:50:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;78562.43;78190.58;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 09:55:00;24/08/2026 10:00:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79139.65;79159.99;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 10:00:00;24/08/2026 10:05:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79159.99;79021.53;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 10:45:00;24/08/2026 10:50:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09096;0.09076;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 10:50:00;24/08/2026 10:55:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09076;0.09055;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 10:55:00;24/08/2026 11:00:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;CALL;0.09055;0.09089;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 19:00:00;24/08/2026 19:05:00;DOGEUSDT;DOGE_CHAL_RSI7_TREND_ATR01;PUT;0.09026;0.09004;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 21:50:00;24/08/2026 21:55:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79578.38;79730.95;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 21:55:00;24/08/2026 22:00:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79730.95;79739.99;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 22:00:00;24/08/2026 22:05:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79739.99;79936.77;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 22:05:00;24/08/2026 22:10:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;79936.77;79815.31;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 23:20:00;24/08/2026 23:25:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;80860.4;80869.037017;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 23:25:00;24/08/2026 23:30:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;80869.037017;81027.274666;LOSS;1.82;5.0;-5.0
FORWARD_POS100;24/08/2026 23:30:00;24/08/2026 23:35:00;XLMUSDT;XLM_CHAMP_RSI14_25_75;PUT;0.1999;0.1994;WIN;1.8;5.0;4.0
FORWARD_POS100;24/08/2026 23:30:00;24/08/2026 23:35:00;XLMUSDT;XLM_CHAL_RSI14_25_75_BB20;PUT;0.1999;0.1994;WIN;1.8;5.0;4.0
FORWARD_POS100;24/08/2026 23:30:00;24/08/2026 23:35:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;81027.274666;81019.865336;WIN;1.82;5.0;4.1
FORWARD_POS100;24/08/2026 23:35:00;24/08/2026 23:40:00;BTCUSDT;BTC_CONTROLE_RSI14_ATR02;PUT;81019.865336;80955.81;WIN;1.82;5.0;4.1
