Terreno;Ativo;Estrategia;Odd;Tipo;Resultado;Premio;Valor;Fechamento_trade_ts;Tx_id;Saldo_depois;Coletado_em
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;EMPATE;+0.00;0.1592;00:05:00;—;+0.00;00:11
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;EMPATE;+0.00;0.1592;00:10:00;—;+4.00;00:15
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;EMPATE;+0.00;0.159;00:40:00;—;+8.00;00:45
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;WIN;+4.00;0.1588;00:55:00;—;+12.00;01:00
XLMUSDT;XLMUSDT;S2;1.80;VENDER;WIN;+4.00;0.1595;03:00:00;—;+16.00;03:05
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;LOSS;-5.00;0.1588;04:35:00;—;+20.00;04:40
XLMUSDT;XLMUSDT;S4;1.80;COMPRAR;LOSS;-5.00;0.1588;04:35:00;—;+24.00;04:40
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;WIN;+4.00;0.15879;04:40:00;—;+28.00;04:45
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;LOSS;-5.00;0.1587;04:55:00;—;+32.00;05:01
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;EMPATE;+0.00;0.1586;05:00:00;—;+36.00;05:05
XLMUSDT;XLMUSDT;S4;1.80;COMPRAR;EMPATE;+0.00;0.1586;05:00:00;—;+40.00;05:05
XLMUSDT;XLMUSDT;S2;1.80;VENDER;LOSS;-5.00;0.15921;06:15:00;—;+44.00;06:20
XLMUSDT;XLMUSDT;S2;1.80;VENDER;WIN;+4.00;0.159356;06:20:00;—;+48.00;06:26
XLMUSDT;XLMUSDT;S2;1.80;VENDER;LOSS;-5.00;0.1599;10:15:00;—;+52.00;10:20
XLMUSDT;XLMUSDT;S4;1.80;VENDER;LOSS;-5.00;0.1599;10:15:00;—;+56.00;10:20
XLMUSDT;XLMUSDT;S2;1.80;VENDER;WIN;+4.00;0.16;10:20:00;—;+60.00;10:25
XLMUSDT;XLMUSDT;S2;1.80;VENDER;WIN;+4.00;0.1603;11:35:00;—;+0.00;11:40
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;LOSS;-5.00;0.1591;12:00:00;—;+4.00;12:05
XLMUSDT;XLMUSDT;S1;1.80;COMPRAR;WIN;+4.00;0.1587;12:05:00;—;+8.00;12:10
XLMUSDT;XLMUSDT;S2;1.80;COMPRAR;WIN;+4.00;0.1587;12:05:00;—;+12.00;12:10
