horario_sinal;ativo;variante;operacao;resultado;entrada;saida;rsi;atr;ema_gap
25/08/2026 03:05:00;AUDCHF;AUD_FORT_RSI7;COMPRAR;LOSS;0.57447;0.57444;24.809646004334013;0.00023002568827416305;0.00010898383262569755
25/08/2026 03:20:00;AUDCHF;AUD_BASE_PATAMAR12;COMPRAR;LOSS;0.57429;0.57421;16.07125323854146;0.00024129173165375045;5.369231456120449e-05
25/08/2026 03:20:00;AUDCHF;AUD_FORT_RSI7;COMPRAR;LOSS;0.57429;0.57421;16.07125323854146;0.00024129173165375045;5.369231456120449e-05
25/08/2026 03:20:00;AUDCHF;AUD_FORT_RSI7_BB20;COMPRAR;LOSS;0.57429;0.57421;16.07125323854146;0.00024129173165375045;5.369231456120449e-05
25/08/2026 03:25:00;AUDCHF;AUD_BASE_PATAMAR12;COMPRAR;LOSS;0.57421;0.57412;13.45654675235798;0.00024630112925337085;3.006932128235551e-05
25/08/2026 03:25:00;AUDCHF;AUD_FORT_RSI7;COMPRAR;LOSS;0.57421;0.57412;13.45654675235798;0.00024630112925337085;3.006932128235551e-05
25/08/2026 03:25:00;AUDCHF;AUD_FORT_RSI7_BB20;COMPRAR;LOSS;0.57421;0.57412;13.45654675235798;0.00024630112925337085;3.006932128235551e-05
25/08/2026 03:30:00;AUDCHF;AUD_BASE_PATAMAR12;COMPRAR;WIN;0.57412;0.57418;11.088702001335733;0.00026624598142749426;4.379913267515967e-06
25/08/2026 03:30:00;AUDCHF;AUD_FORT_RSI7;COMPRAR;WIN;0.57412;0.57418;11.088702001335733;0.00026624598142749426;4.379913267515967e-06
25/08/2026 03:30:00;AUDCHF;AUD_FORT_RSI7_BB20;COMPRAR;WIN;0.57412;0.57418;11.088702001335733;0.00026624598142749426;4.379913267515967e-06
25/08/2026 03:50:00;DOGEUSDT;DOGE_RSI7_TREND_ATR;COMPRAR;WIN;0.09181;0.09191;16.70124151854735;0.002435153344640324;0.00017996170845889503
25/08/2026 04:50:00;BTCUSDT;BTC_RSI14_ATR;COMPRAR;LOSS;79788.72;79774.796667;24.66399962979213;0.002289712487823208;1.814137088789721
25/08/2026 04:55:00;BTCUSDT;BTC_RSI14_ATR;COMPRAR;WIN;79774.796667;79870.81;24.42606828685267;0.002355137429628187;-37.906228566978825
25/08/2026 06:45:00;AUDCHF;AUD_BASE_PATAMAR12;VENDER;EMPATE;0.57414;0.57414;67.35635568854416;0.0004030873505217906;-0.0001651130213945473
25/08/2026 06:50:00;BTCUSDT;BTC_RSI14_ATR;COMPRAR;WIN;79094.08;79158.058334;22.942626888825046;0.0022380843646669117;-240.69315953391197
25/08/2026 08:25:00;AUDCHF;AUD_BASE_PATAMAR12;VENDER;WIN;0.57426;0.57419;66.48013974040548;0.0002947893189247121;-6.560970788327403e-06
